D_TRA1_1_SPOT1,A1,A3_1,A3_4,A3_6,A3_11,A3_15,A3_19,A3_21,A6_4,D_TRA1_S_Day,A10A,A10F,A3sum,D_TRA1_SMONTH_8.0,A2_1_1.0,A2_1_10.0,A2_1_14.0,A2_1_3.0,A2_1_8.0,A4_1_6.0,A4_1_7.0,A4_1_9.0,BARA_11,BARA_21,BARA_22,BARA_23,BARA_24,BARA_26,BARA_29,BARA_32,BARA_33,BARA_35,BARA_36,BARA_37,BARA_39
32320.0,0.0,0.8333333333333334,0.1111111111111111,0.4444444444444444,0.05555555555555555,0.0,0.0,0.0,0.1111111111111111,0.6666666666666666,0.0,4333.333333333333,2.2222222222222223,0.1111111111111111,0.16666666666666666,0.0,0.0,0.1111111111111111,0.16666666666666666,0.0,0.3333333333333333,0.0,0.5555555555555556,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0
32330.0,0.03125,0.90625,0.0625,0.71875,0.03125,0.03125,0.0,0.0,0.09375,0.65625,3125.0,14499.6875,2.3125,0.1875,0.25,0.0,0.03125,0.0,0.03125,0.0,0.1875,0.0,0.28125,0.0,0.0,0.0625,0.0,0.03125,0.0,0.15625,0.25,0.0,0.0,0.03125,0.0
32340.0,0.05128205128205128,0.7948717948717948,0.07692307692307693,0.6538461538461539,0.0,0.01282051282051282,0.0,0.038461538461538464,0.2692307692307692,0.9615384615384616,13974.358974358975,25102.69230769231,2.628205128205128,0.08974358974358974,0.24358974358974358,0.01282051282051282,0.11538461538461539,0.02564102564102564,0.01282051282051282,0.0,0.28205128205128205,0.0,0.23076923076923078,0.0,0.02564102564102564,0.11538461538461539,0.0,0.038461538461538464,0.01282051282051282,0.16666666666666666,0.038461538461538464,0.01282051282051282,0.0,0.05128205128205128,0.0
32350.0,0.12727272727272726,0.8181818181818182,0.05454545454545454,0.7090909090909091,0.09090909090909091,0.05454545454545454,0.0,0.01818181818181818,0.3090909090909091,0.8181818181818182,21272.727272727272,30154.545454545456,2.9272727272727272,0.14545454545454545,0.12727272727272726,0.0,0.12727272727272726,0.05454545454545454,0.07272727272727272,0.01818181818181818,0.2909090909090909,0.0,0.2727272727272727,0.0,0.0,0.03636363636363636,0.03636363636363636,0.01818181818181818,0.0,0.18181818181818182,0.01818181818181818,0.05454545454545454,0.0,0.01818181818181818,0.0
32360.0,0.0,0.75,0.25,0.625,0.0625,0.0,0.0,0.0625,0.0,0.625,0.0,10563.125,2.25,0.125,0.0625,0.0,0.125,0.1875,0.0625,0.0,0.1875,0.0,0.1875,0.0,0.0,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32370.0,0.18181818181818182,0.7272727272727273,0.0,0.7272727272727273,0.5454545454545454,0.0,0.0,0.0,0.0,0.6363636363636364,10909.09090909091,14909.09090909091,2.4545454545454546,0.0,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.0,0.2727272727272727,0.0,0.18181818181818182,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.09090909090909091,0.0
32380.0,0.0,0.8181818181818182,0.18181818181818182,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.9090909090909091,0.0,7726.363636363636,2.4545454545454546,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.0
32390.0,0.1724137931034483,0.7931034482758621,0.034482758620689655,0.5862068965517241,0.1724137931034483,0.034482758620689655,0.0,0.0,0.06896551724137931,0.7586206896551724,9272.413793103447,10586.206896551725,2.5172413793103448,0.10344827586206896,0.13793103448275862,0.06896551724137931,0.13793103448275862,0.06896551724137931,0.034482758620689655,0.0,0.13793103448275862,0.0,0.41379310344827586,0.034482758620689655,0.06896551724137931,0.13793103448275862,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.034482758620689655
32400.0,0.0,0.90625,0.125,0.75,0.0625,0.0625,0.0,0.0625,0.15625,0.8125,0.0,7062.1875,2.71875,0.09375,0.25,0.0,0.0625,0.125,0.09375,0.0,0.40625,0.0,0.1875,0.03125,0.0,0.0,0.0,0.03125,0.03125,0.3125,0.0,0.0,0.0,0.0,0.0
32410.0,0.028985507246376812,0.8695652173913043,0.057971014492753624,0.7101449275362319,0.028985507246376812,0.014492753623188406,0.0,0.07246376811594203,0.17391304347826086,0.8260869565217391,3333.478260869565,11267.971014492754,2.550724637681159,0.15942028985507245,0.14492753623188406,0.0,0.10144927536231885,0.014492753623188406,0.043478260869565216,0.0,0.2608695652173913,0.0,0.2753623188405797,0.028985507246376812,0.014492753623188406,0.08695652173913043,0.0,0.0,0.014492753623188406,0.2318840579710145,0.014492753623188406,0.0,0.014492753623188406,0.0,0.014492753623188406
